	{T/0}	{T/54}	{T/221}	{T/232}	{T/246}	{T/259}	{T/274}	{T/276}	{T/379}	{T/382}	{T/457}	{T/461}	{T/529}	{T/535}	{T/540}	{T/571}	{T/601}	{T/612}	{T/801}	{T/822}	{T/845}	{T/855}	{T/883}	{T/898}	{T/904}	{T/921}	{T/948}	{T/976}	{T/1123}	{T/1153}	{T/1166}	{T/1171}	{T/1190}	{T/1206}	{T/1208}	{T/1260}	{T/1264}	{T/1276}	{T/1303}	{T/1321}	{T/1354}	{T/1385}	{T/1394}	{T/1396}	{T/1424}	{T/1430}	{T/1448}	{T/1466}	{T/1706}	{T/1712}	{T/1783}	{T/1786}	{T/1795}	{T/1856}	{T/1916}	{T/1920}	{T/2062}	{T/2078}	{T/2123}	{T/2126}	{T/2130}	{T/2305}	{T/2441}
holdsAt(location(p2,seat(11)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(12)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(13)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.010830847	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.35109091	0.059333453	0.045522379	0.36209091	0.036209091
holdsAt(location(p2,seat(14)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(15)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(16)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(17)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.12509091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(18)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.69309091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(19)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(2)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(20)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(3)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.20909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.022385022	0.0090909091	0.00090909091
holdsAt(location(p2,seat(4)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(5)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(6)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16409091	0.16409091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(7)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(8)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.0090909091	4.987365e-05	0.0090909091	0.0090909091	5.2091882e-05	0.0090909091	0.0047619048	0.0090909091	0.0090909091	0.0047619048	0.0090909091	4.6219698e-05	2.3496438e-07	0.0090909091	0.0090909091	7.2175318e-05	0.0012333346	0.0090909091	0.00090909091
holdsAt(location(p2,seat(9)),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0090909091	0.0090909091	0.0090909091	0.0090909091	0.22409091	0.22409091	0.51209091	0.98205624	0.51209091	0.53909091	0.97522803	0.53909091	0.9047619	0.56309091	0.56609091	0.9047619	0.67309091	0.98403612	0.98545174	0.59109091	0.46709091	0.93922304	0.82744416	0.45609091	0.045609091
holdsAt(orientation(p1,sitting),T)	0	0	0	0	0	0.87523621	0.079792504	0.61281998	0.38496144	0.38496144	0.94761905	0.052380952	0.94761905	0.94761905	0.091235673	0.091235673	0.091235673	0.77585072	0.093780366	0.093780366	0.093780366	0.093780366	0.093780366	0.093780366	0.093780366	0.74913354	0.74913354	0.74913354	0.74913354	0.74913354	0.74913354	0.74913354	0.74913354	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.33771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964	0.033771964
holdsAt(orientation(p1,standing),T)	0	1	1	1	1	0.12476379	0.9202075	0.38718002	0.61503856	0.61503856	0.052380952	0.94761905	0.052380952	0.052380952	0.90876433	0.90876433	0.90876433	0.22414928	0.90621963	0.90621963	0.90621963	0.90621963	0.90621963	0.90621963	0.90621963	0.25086646	0.25086646	0.25086646	0.25086646	0.25086646	0.25086646	0.25086646	0.25086646	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.66228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036	0.066228036
holdsAt(orientation(p2,sitting),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93999178	0.93999178	0.93999178	0.065959524	0.065959524	0.94761905	0.94761905	0.94761905	0.052380952	0.052380952	0.93909028	0.060968078	0.060968078	0.060968078	0.92125672	0.15839099	0.15839099	0.015839099
holdsAt(orientation(p2,standing),T)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.060008217	0.060008217	0.060008217	0.93404048	0.93404048	0.052380952	0.052380952	0.052380952	0.94761905	0.94761905	0.06090972	0.93903192	0.93903192	0.93903192	0.078743283	0.84160901	0.84160901	0.084160901
